1 1 0 0 0 4_1
2 1 0 0 0 4_1
3 1 0 0 0 4_1
4 1 0 0 0 4_1
5 1 0 0 0 4_1
6 0 1 0 0 4_1
7 0 1 0 0 4_1
8 0 0 0 1 4_1
9 0 1 0 0 4_1
10 1 0 0 0 4_2
11 1 0 0 0 4_2
12 1 0 0 0 4_2
13 1 0 0 0 4_2
14 1 0 0 0 4_2
15 0 1 0 0 4_2
16 0 1 0 0 4_2
17 0 1 0 0 4_2
18 0 0 0 1 4_2
19 1 0 0 0 4_3
20 1 0 0 0 4_3
21 1 0 0 0 4_3
22 1 0 0 0 4_3
23 1 0 0 0 4_3
24 0 0 0 1 4_3
25 0 1 0 0 4_3
26 0 1 0 0 4_3
27 0 1 0 0 4_3
28 1 0 0 0 4_4
29 1 0 0 0 4_4
30 1 0 0 0 4_4
31 1 0 0 0 4_4
32 1 0 0 0 4_4
33 0 1 0 0 4_4
34 0 1 0 0 4_4
35 0 0 0 1 4_4
36 0 1 0 0 4_4
37 1 0 0 0 4_5
38 1 0 0 0 4_5
39 1 0 0 0 4_5
40 1 0 0 0 4_5
41 1 0 0 0 4_5
42 0 1 0 0 4_5
43 0 1 0 0 4_5
44 0 0 0 1 4_5
45 0 1 0 0 4_5
46 1 0 0 0 4_6
47 1 0 0 0 4_6
48 1 0 0 0 4_6
49 1 0 0 0 4_6
50 1 0 0 0 4_6
51 0 1 0 0 4_6
52 0 1 0 0 4_6
53 0 1 0 0 4_6
54 0 0 0 1 4_6
55 1 0 0 0 4_7
56 1 0 0 0 4_7
57 1 0 0 0 4_7
58 1 0 0 0 4_7
59 1 0 0 0 4_7
60 0 1 0 0 4_7
61 0 1 0 0 4_7
62 0 0 0 1 4_7
63 0 1 0 0 4_7
64 1 0 0 0 4_8
65 1 0 0 0 4_8
66 1 0 0 0 4_8
67 1 0 0 0 4_8
68 1 0 0 0 4_8
69 0 1 0 0 4_8
70 0 0 0 1 4_8
71 0 1 0 0 4_8
72 0 1 0 0 4_8
73 1 0 0 0 4_9
74 1 0 0 0 4_9
75 1 0 0 0 4_9
76 1 0 0 0 4_9
77 1 0 0 0 4_9
78 0 1 0 0 4_9
79 0 1 0 0 4_9
80 0 1 0 0 4_9
81 0 0 0 1 4_9
82 1 0 0 0 4_10
83 1 0 0 0 4_10
84 1 0 0 0 4_10
85 1 0 0 0 4_10
86 1 0 0 0 4_10
87 0 1 0 0 4_10
88 0 1 0 0 4_10
89 0 1 0 0 4_10
90 0 0 0 1 4_10
91 1 0 0 0 4_11
92 1 0 0 0 4_11
93 1 0 0 0 4_11
94 1 0 0 0 4_11
95 1 0 0 0 4_11
96 0 0 0 1 4_11
97 0 1 0 0 4_11
98 0 1 0 0 4_11
99 0 1 0 0 4_11
100 1 0 0 0 4_12
101 1 0 0 0 4_12
102 1 0 0 0 4_12
103 1 0 0 0 4_12
104 1 0 0 0 4_12
105 0 1 0 0 4_12
106 0 1 0 0 4_12
107 0 1 0 0 4_12
108 0 0 0 1 4_12
109 1 0 0 0 4_13
110 1 0 0 0 4_13
111 1 0 0 0 4_13
112 1 0 0 0 4_13
113 1 0 0 0 4_13
114 0 0 0 1 4_13
115 0 1 0 0 4_13
116 0 1 0 0 4_13
117 0 1 0 0 4_13
118 1 0 0 0 4_14
119 1 0 0 0 4_14
120 1 0 0 0 4_14
121 1 0 0 0 4_14
122 1 0 0 0 4_14
123 0 1 0 0 4_14
124 0 1 0 0 4_14
125 0 0 0 1 4_14
