0 1 0 0 0 4_1
1 1 0 0 0 4_1
2 1 0 0 0 4_1
3 1 0 0 0 4_1
4 1 0 0 0 4_1
5 0 1 0 0 4_1
6 0 1 0 0 4_1
7 0 0 0 1 4_1
8 0 1 0 0 4_1
9 1 0 0 0 4_2
10 1 0 0 0 4_2
11 1 0 0 0 4_2
12 1 0 0 0 4_2
13 1 0 0 0 4_2
14 0 1 0 0 4_2
15 0 1 0 0 4_2
16 0 1 0 0 4_2
17 0 0 0 1 4_2
18 1 0 0 0 4_3
19 1 0 0 0 4_3
20 1 0 0 0 4_3
21 1 0 0 0 4_3
22 1 0 0 0 4_3
23 0 0 0 1 4_3
24 0 1 0 0 4_3
25 0 1 0 0 4_3
26 0 1 0 0 4_3
27 1 0 0 0 4_4
28 1 0 0 0 4_4
29 1 0 0 0 4_4
30 1 0 0 0 4_4
31 1 0 0 0 4_4
32 0 1 0 0 4_4
33 0 1 0 0 4_4
34 0 0 0 1 4_4
35 0 1 0 0 4_4
36 1 0 0 0 4_5
37 1 0 0 0 4_5
38 1 0 0 0 4_5
39 1 0 0 0 4_5
40 1 0 0 0 4_5
41 0 1 0 0 4_5
42 0 1 0 0 4_5
43 0 0 0 1 4_5
44 0 1 0 0 4_5
45 1 0 0 0 4_6
46 1 0 0 0 4_6
47 1 0 0 0 4_6
48 1 0 0 0 4_6
49 1 0 0 0 4_6
50 0 1 0 0 4_6
51 0 1 0 0 4_6
52 0 1 0 0 4_6
53 0 0 0 1 4_6
54 1 0 0 0 4_7
55 1 0 0 0 4_7
56 1 0 0 0 4_7
57 1 0 0 0 4_7
58 1 0 0 0 4_7
59 0 1 0 0 4_7
60 0 1 0 0 4_7
61 0 0 0 1 4_7
62 0 1 0 0 4_7
63 1 0 0 0 4_8
64 1 0 0 0 4_8
65 1 0 0 0 4_8
66 1 0 0 0 4_8
67 1 0 0 0 4_8
68 0 1 0 0 4_8
69 0 0 0 1 4_8
70 0 1 0 0 4_8
71 0 1 0 0 4_8
72 1 0 0 0 4_9
73 1 0 0 0 4_9
74 1 0 0 0 4_9
75 1 0 0 0 4_9
76 1 0 0 0 4_9
77 0 1 0 0 4_9
78 0 1 0 0 4_9
79 0 1 0 0 4_9
80 0 0 0 1 4_9
81 1 0 0 0 4_10
82 1 0 0 0 4_10
83 1 0 0 0 4_10
84 1 0 0 0 4_10
85 1 0 0 0 4_10
86 0 1 0 0 4_10
87 0 1 0 0 4_10
88 0 1 0 0 4_10
89 0 0 0 1 4_10
90 1 0 0 0 4_11
91 1 0 0 0 4_11
92 1 0 0 0 4_11
93 1 0 0 0 4_11
94 1 0 0 0 4_11
95 0 0 0 1 4_11
96 0 1 0 0 4_11
97 0 1 0 0 4_11
98 0 1 0 0 4_11
99 1 0 0 0 4_12
100 1 0 0 0 4_12
101 1 0 0 0 4_12
102 1 0 0 0 4_12
103 1 0 0 0 4_12
104 0 1 0 0 4_12
105 0 1 0 0 4_12
106 0 1 0 0 4_12
107 0 0 0 1 4_12
108 1 0 0 0 4_13
109 1 0 0 0 4_13
110 1 0 0 0 4_13
111 1 0 0 0 4_13
112 1 0 0 0 4_13
113 0 0 0 1 4_13
114 0 1 0 0 4_13
115 0 1 0 0 4_13
116 0 1 0 0 4_13
117 1 0 0 0 4_14
118 1 0 0 0 4_14
119 1 0 0 0 4_14
120 1 0 0 0 4_14
121 1 0 0 0 4_14
122 0 1 0 0 4_14
123 0 1 0 0 4_14
124 0 0 0 1 4_14
125 0 1 0 0 4_14
126 1 0 0 0 4_15
127 1 0 0 0 4_15
128 1 0 0 0 4_15
129 1 0 0 0 4_15
130 1 0 0 0 4_15
131 0 1 0 0 4_15
132 0 1 0 0 4_15
133 0 1 0 0 4_15
134 0 0 0 1 4_15
135 1 0 0 0 4_16
136 1 0 0 0 4_16
137 1 0 0 0 4_16
138 1 0 0 0 4_16
139 1 0 0 0 4_16
140 0 1 0 0 4_16
141 0 1 0 0 4_16
142 0 0 0 1 4_16
143 0 1 0 0 4_16
144 1 0 0 0 4_17
145 1 0 0 0 4_17
146 1 0 0 0 4_17
147 1 0 0 0 4_17
148 1 0 0 0 4_17
149 0 1 0 0 4_17
150 0 1 0 0 4_17
151 0 0 0 1 4_17
152 0 1 0 0 4_17
153 1 0 0 0 4_18
154 1 0 0 0 4_18
155 1 0 0 0 4_18
156 1 0 0 0 4_18
157 1 0 0 0 4_18
158 0 0 0 1 4_18
159 0 1 0 0 4_18
160 0 1 0 0 4_18
161 0 1 0 0 4_18
162 1 0 0 0 4_19
163 1 0 0 0 4_19
164 1 0 0 0 4_19
165 1 0 0 0 4_19
166 1 0 0 0 4_19
167 0 1 0 0 4_19
168 0 1 0 0 4_19
169 0 0 0 1 4_19
170 0 1 0 0 4_19
171 1 0 0 0 4_20
172 1 0 0 0 4_20
173 1 0 0 0 4_20
174 1 0 0 0 4_20
175 1 0 0 0 4_20
176 0 0 0 1 4_20
177 0 1 0 0 4_20
178 0 1 0 0 4_20
179 0 1 0 0 4_20
180 1 0 0 0 4_21
181 1 0 0 0 4_21
182 1 0 0 0 4_21
183 1 0 0 0 4_21
184 1 0 0 0 4_21
185 0 1 0 0 4_21
186 0 1 0 0 4_21
187 0 1 0 0 4_21
188 0 0 0 1 4_21
189 1 0 0 0 4_22
190 1 0 0 0 4_22
191 1 0 0 0 4_22
192 1 0 0 0 4_22
193 1 0 0 0 4_22
194 0 1 0 0 4_22
195 0 0 0 1 4_22
196 0 1 0 0 4_22
197 0 1 0 0 4_22
198 1 0 0 0 4_23
199 1 0 0 0 4_23
200 1 0 0 0 4_23
201 1 0 0 0 4_23
202 1 0 0 0 4_23
203 0 0 0 1 4_23
204 0 1 0 0 4_23
205 0 1 0 0 4_23
206 0 1 0 0 4_23
207 1 0 0 0 4_24
208 1 0 0 0 4_24
209 1 0 0 0 4_24
210 1 0 0 0 4_24
211 1 0 0 0 4_24
212 0 1 0 0 4_24
213 0 0 0 1 4_24
214 0 1 0 0 4_24
215 0 1 0 0 4_24
216 1 0 0 0 4_25
217 1 0 0 0 4_25
218 1 0 0 0 4_25
219 1 0 0 0 4_25
220 1 0 0 0 4_25
221 0 1 0 0 4_25
222 0 1 0 0 4_25
223 0 0 0 1 4_25
224 0 1 0 0 4_25
225 1 0 0 0 4_26
226 1 0 0 0 4_26
227 1 0 0 0 4_26
228 1 0 0 0 4_26
229 1 0 0 0 4_26
230 0 1 0 0 4_26
231 0 1 0 0 4_26
232 0 0 0 1 4_26
233 0 1 0 0 4_26
234 1 0 0 0 4_27
235 1 0 0 0 4_27
236 1 0 0 0 4_27
237 1 0 0 0 4_27
238 1 0 0 0 4_27
239 0 0 0 1 4_27
240 0 1 0 0 4_27
241 0 1 0 0 4_27
242 0 1 0 0 4_27
243 1 0 0 0 4_28
244 1 0 0 0 4_28
245 1 0 0 0 4_28
246 1 0 0 0 4_28
247 1 0 0 0 4_28
248 0 1 0 0 4_28
249 0 0 0 1 4_28
250 0 1 0 0 4_28
251 0 1 0 0 4_28
252 1 0 0 0 4_29
253 1 0 0 0 4_29
254 1 0 0 0 4_29
255 1 0 0 0 4_29
256 1 0 0 0 4_29
257 0 1 0 0 4_29
258 0 0 0 1 4_29
259 0 1 0 0 4_29
260 0 1 0 0 4_29
261 1 0 0 0 4_30
262 1 0 0 0 4_30
263 1 0 0 0 4_30
264 1 0 0 0 4_30
265 1 0 0 0 4_30
266 0 0 0 1 4_30
267 0 1 0 0 4_30
268 0 1 0 0 4_30
269 0 1 0 0 4_30
270 1 0 0 0 4_31
271 1 0 0 0 4_31
272 1 0 0 0 4_31
273 1 0 0 0 4_31
274 1 0 0 0 4_31
275 0 0 0 1 4_31
276 0 1 0 0 4_31
277 0 1 0 0 4_31
278 0 1 0 0 4_31
279 1 0 0 0 4_32
280 1 0 0 0 4_32
281 1 0 0 0 4_32
282 1 0 0 0 4_32
283 1 0 0 0 4_32
284 0 1 0 0 4_32
285 0 1 0 0 4_32
286 0 1 0 0 4_32
287 0 0 0 1 4_32
288 1 0 0 0 4_33
289 1 0 0 0 4_33
290 1 0 0 0 4_33
291 1 0 0 0 4_33
292 1 0 0 0 4_33
