1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 Normal
2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 Normal
3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 Normal
4 0 0 0 0 0 1 0 0 0 0 0 0 0 0 Normal
5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 Normal
6 0 0 0 1 0 0 0 0 0 0 0 0 0 0 Normal
7 0 0 0 0 0 0 0 0 0 0 0 1 0 0 Normal
8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 UnderEstimate
9 1 0 0 0 0 0 0 0 0 0 0 0 0 0 UnderEstimate
10 0 1 0 0 0 0 0 0 0 0 0 0 0 0 UnderEstimate
11 0 0 0 1 0 0 0 0 0 0 0 0 0 0 UnderEstimate
12 0 0 0 0 0 1 0 0 0 0 0 0 0 0 UnderEstimate
13 0 0 0 1 0 0 0 0 0 0 0 0 0 0 UnderEstimate
14 0 0 0 0 0 1 0 0 0 0 0 0 0 0 UnderEstimate
15 0 0 0 0 0 0 1 0 0 0 0 0 0 0 UnderEstimate
16 0 0 1 0 0 0 0 0 0 0 0 0 0 0 UnderEstimate
17 0 0 0 1 0 0 0 0 0 0 0 0 0 0 UnderEstimate
18 0 0 0 0 0 0 0 0 0 0 0 1 0 0 UnderEstimate
19 1 0 0 0 0 0 0 0 0 0 0 0 0 0 UnderEstimate
20 1 0 0 0 0 0 0 0 0 0 0 0 0 0 UnderEstimate
21 0 1 0 0 0 0 0 0 0 0 0 0 0 0 UnderEstimate
22 0 0 0 1 0 0 0 0 0 0 0 0 0 0 UnderEstimate
23 0 0 0 0 0 1 0 0 0 0 0 0 0 0 UnderEstimate
24 0 0 0 1 0 0 0 0 0 0 0 0 0 0 UnderEstimate
25 0 0 0 1 0 0 0 0 0 0 0 0 0 0 UnderEstimate
26 0 0 0 0 0 1 0 0 0 0 0 0 0 0 UnderEstimate
27 0 0 0 1 0 0 0 0 0 0 0 0 0 0 UnderEstimate
28 0 0 0 0 0 0 0 0 0 0 0 1 0 0 UnderEstimate
29 1 0 0 0 0 0 0 0 0 0 0 0 0 0 Normal
30 1 0 0 0 0 0 0 0 0 0 0 0 0 0 Normal
31 0 1 0 0 0 0 0 0 0 0 0 0 0 0 Normal
32 0 0 0 0 0 1 0 0 0 0 0 0 0 0 Normal
33 0 0 0 0 0 0 1 0 0 0 0 0 0 0 Normal
34 0 0 1 0 0 0 0 0 0 0 0 0 0 0 Normal
35 0 0 0 1 0 0 0 0 0 0 0 0 0 0 Normal
36 0 0 0 0 0 0 0 0 0 0 0 1 0 0 Normal
37 1 0 0 0 0 0 0 0 0 0 0 0 0 0 Normal
38 1 0 0 0 0 0 0 0 0 0 0 0 0 0 Normal
39 0 1 0 0 0 0 0 0 0 0 0 0 0 0 Normal
40 0 0 0 0 0 1 0 0 0 0 0 0 0 0 Normal
41 0 0 0 0 0 0 1 0 0 0 0 0 0 0 Normal
42 0 0 1 0 0 0 0 0 0 0 0 0 0 0 Normal
43 0 0 0 1 0 0 0 0 0 0 0 0 0 0 Normal
44 0 0 0 0 0 0 0 0 0 0 0 1 0 0 Normal
45 1 0 0 0 0 0 0 0 0 0 0 0 0 0 OverEstimate
46 1 0 0 0 0 0 0 0 0 0 0 0 0 0 OverEstimate
47 0 1 0 0 0 0 0 0 0 0 0 0 0 0 OverEstimate
48 0 0 0 1 0 0 0 0 0 0 0 0 0 0 OverEstimate
49 0 0 1 0 0 0 0 0 0 0 0 0 0 0 OverEstimate
50 0 0 0 0 0 1 0 0 0 0 0 0 0 0 OverEstimate
51 0 0 0 0 0 0 0 0 0 0 0 1 0 0 OverEstimate
52 1 0 0 0 0 0 0 0 0 0 0 0 0 0 Normal
53 1 0 0 0 0 0 0 0 0 0 0 0 0 0 Normal
54 0 1 0 0 0 0 0 0 0 0 0 0 0 0 Normal
55 0 0 0 0 0 1 0 0 0 0 0 0 0 0 Normal
56 0 0 0 1 0 0 0 0 0 0 0 0 0 0 Normal
57 0 0 0 1 0 0 0 0 0 0 0 0 0 0 Normal
58 0 0 0 0 0 0 0 0 0 0 0 1 0 0 Normal
59 1 0 0 0 0 0 0 0 0 0 0 0 0 0 OverEstimate
60 1 0 0 0 0 0 0 0 0 0 0 0 0 0 OverEstimate
61 0 1 0 0 0 0 0 0 0 0 0 0 0 0 OverEstimate
62 0 0 0 1 0 0 0 0 0 0 0 0 0 0 OverEstimate
63 0 0 1 0 0 0 0 0 0 0 0 0 0 0 OverEstimate
