50 64 79 219 305 373 387 589 622 654 678 790 860 885 971 1004 1055 1227 1321 1948 1969 2017 2034 2072 2089 2277 2483 2681 2792 2848 2896 2915 2978 3043 3051 3109 3126 3148 3234 3367 3448 3538 3560 3567 3633 3832 4004 4139 4235 4270 4277 4294 4405 4455 4603 4691 4819 4844 5070
93 156 232 253 290 297 334 413 422 431 440 479 486 555 581 605 613 629 638 646 660 686 703 721 747 754 764 772 779 843 876 900 910 944 963 986 1030 1038 1079 1087 1096 1129 1148 1155 1165 1199 1210 1261 1287 1304 1328 1367 1386 1418 1426 1436 1465 1573 1593 1632 1652 1692 1743 1761 1821 1886 1906 1929 1938 1999 2044 2051 2064 2108 2136 2146 2153 2162 2193 2203 2244 2254 2353 2375 2383 2402 2445 2520 2530 2554 2613 2689 2751 2761 2770 2780 2806 2817 2837 2858 2905 2948 2967 2986 2996 3013 3077 3090 3154 3161 3176 3190 3211 3255 3269 3284 3337 3395 3418 3454 3461 3468 3475 3490 3581 3610 3692 3707 3714 3745 3752 3759 3766 3773 3780 3787 3838 3845 3852 3867 3874 3888 3910 3917 3931 3938 3945 3952 3967 3981 4025 4040 4055 4085 4092 4145 4152 4159 4182 4205 4212 4226 4300 4318 4397 4430 4446 4470 4507 4534 4585 4611 4620 4628 4646 4655 4664 4673 4708 4725 4742 4784 4792 4825 4835 4867 4876 4910 4918 4934 4968 4977 4986 4995 5020 5029 5053 5060 11609
4 32 40 55 72 84 119 124 134 139 147 162 172 177 185 196 204 224 240 245 262 267 274 281 310 328 342 378 401 495 505 510 520 526 535 546 562 569 594 670 695 729 735 799 808 813 822 831 851 867 894 916 926 934 976 992 1013 1018 1044 1062 1073 1102 1113 1139 1172 1181 1189 1218 1234 1240 1250 1270 1275 1293 1310 1336 1348 1356 1375 1395 1406 1443 1454 1473 1485 1493 1501 1509 1519 1532 1539 1549 1562 1579 1599 1607 1638 1663 1670 1683 1701 1707 1718 1726 1749 1802 1808 1828 1838 1848 1858 1872 1877 1895 1918 1953 1977 1987 2006 2022 2079 2094 2114 2124 2170 2180 2211 2223 2236 2263 2282 2295 2305 2315 2329 2334 2342 2362 2391 2411 2421 2431 2451 2459 2470 2488 2496 2509 2542 2563 2571 2582 2593 2601 2619 2628 2639 2650 2659 2667 2695 2705 2713 2721 2734 2741 2797 2824 2866 2874 2886 2920 2935 2954 3005 3027 3034 3061 3066 3096 3114 3134 3141 3167 3184 3196 3205 3217 3227 3242 3249 3261 3275 3290 3300 3308 3313 3321 3328 3343 3350 3357 3372 3379 3386 3404 3412 3427 3432 3441 3484 3499 3507 3515 3523 3528 3546 3553 3572 3590 3597 3602 3618 3626 3641 3649 3656 3664 3669 3679 3684 3701 3720 3731 3739 3793 3800 3810 3818 3825 3858 3882 3896 3904 3925 3961 3975 3987 3997 4011 4019 4034 4049 4064 4071 4079 4101 4109 4117 4122 4132 4168 4176 4191 4196 4218 4240 4251 4262 4286 4309 4325 4338 4347 4353 4361 4374 4381 4390 4414 4422 4437 4461 4478 4490 4495 4517 4526 4541 4550 4563 4570 4577 4593 4639 4680 4700 4714 4732 4749 4759 4769 4776 4800 4811 4852 4858 4884 4893 4902 4925 4944 4953 4959 5004 5013 5036 5046 5078 5086 5094 5101 5109 5117 5125 5133 5141 5148 5156 5164 5172 5179 5187 5195 5203 5211 5219 5226 5233 5240 5248 5255 5263 5271 5279 5287 5295 5302 5310 5318 5325 5332 5340 5348 5356 5364 5372 5380 5388 5395 5403 5411 5419 5426 5434 5441 5449 5457 5465 5473 5481 5489 5496 5503 5511 5518 5525 5533 5541 5549 5557 5565 5573 5580 5588 5595 5603 5611 5619 5626 5633 5641 5649 5656 5663 5671 5678 5686 5694 5702 5710 5718 5726 5734 5741 5749 5757 5765 5773 5781 5789 5797 5805 5813 5820 5828 5836 5843 5852 5860 5869 5878 5886 5895 5903 5909 5921 5930 5940 5949 5955 5966 5974 5983 5993 6001 6010 6019 6028 6038 6047 6056 6065 6074 6080 6090 6099 6107 6116 6125 6134 6144 6153 6162 6170 6179 6188 6197 6206 6215 6224 6233 6242 6251 6260 6268 6277 6286 6295 6301 6312 6321 6331 6339 6348 6357 6366 6374 6383 6392 6398 6409 6418 6427 6436 6445 6454 6463 6473 6479 6491 6499 6508 6516 6522 6533 6539 6550 6559 6569 6578 6586 6595 6603 6612 6618 6629 6638 6647 6653 6661 6672 6681 6691 6700 6708 6714 6724 6735 6745 6754 6764 6774 6784 6794 6804 6814 6824 6832 6843 6853 6863 6874 6883 6893 6901 6911 6921 6931 6941 6950 6961 6971 6982 6992 7002 7012 7022 7033 7041 7052 7061 7071 7080 7092 7102 7114 7125 7136 7146 7156 7167 7176 7187 7197 7207 7216 7227 7237 7247 7257 7268 7278 7288 7298 7308 7319 7328 7338 7348 7360 7370 7380 7390 7400 7410 7420 7430 7440 7450 7460 7470 7480 7489 7499 7509 7519 7531 7539 7549 7557 7568 7578 7588 7598 7608 7618 7628 7636 7646 7656 7666 7676 7686 7694 7704 7714 7725 7909 9378 9766 9834 11054
